unique_id,COG category,COG_FUNCTION_ACC,COG_FUNCTION,Variable Importance,Marinobacter_sp_X15_166B,Marinobacter_zhejiangensis_CGMCC_1_7061,Marinobacter_mobilis_GCMCC_1_7059,Marinobacter_lipolyticus_SM19,Marinobacter_sp_FDB33,Marinobacter_sp_HL_58,Marinobacter_algicola_DG893,Marinobacter_sp_CPC8,Marinobacter_sp_C18,Marinobacter_sp_HK15,Marinobacter_salarius_SMR5,Marinobacter_sp_LQ44,Marinobacter_excellens_LAMA_842,Marinobacter_hydrocarbonoclasticus_STW2,Marinobacter_sp_ES_1,Marinobacter_vinifirmus_FB1,Marinobacter_sp_P4B1,Marinobacter_sp_tcs_11,Marinobacter_sp_EVN1,Marinobacter_sp_C1S70,Marinobacter_sp_EN3,Marinobacter_hydrocarbonoclasticus_ASM1536,Marinobacter_hydrocarbonoclasticus_ATCC_49840,Marinobacter_sp_BSs20148,Marinobacter_psychrophilus_20041,Marinobacter_aromaticivorans_strain_D15_8P,Marinobacter_salexigens_strain_HJR7,Marinobacter_sp_LV10R510_8,Marinobacter_sp_LV10R510_11A,Marinobacter_sp_ANT_B65,Marinobacter_antarcticus_CGMCC1_10835,Marinobacter_adhaerens_strain_PBVC038,Marinobacter_sp_EhN04,Marinobacter_sp_EhC06,Marinobacter_sp_ES_048,Marinobacter_sp_ES_042,Marinobacter_adhaerens_HP15,Marinobacter_manganoxydans_MnI7_9,Marinobacter_flavimaris,Marinobacter_sp_CP1
PC_00001871,T|K,COG0745|COG5001,DNA-binding response regulator - OmpR family - contains REC and winged-helix (wHTH) domain|Predicted signal transduction protein containing a membrane domain - an EAL and a GGDEF domain,0.01079882,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00003454,O,COG5380,Lipase chaperone LimK,0.010726639,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
PC_00004969,E,COG0560,Phosphoserine phosphatase,0.010720308,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PC_00005269,Q,COG3960,Glyoxylate carboligase,0.010689455,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005498,R,COG2373,Uncharacterized conserved protein YfaS - alpha-2-macroglobulin family,0.010662626,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001793,,,,0.010631688,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00013078,V|O|M,COG3015|COG3187,Uncharacterized lipoprotein NlpE involved in copper resistance|Heat shock protein HslJ,0.01062698,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002812,O,COG5380,Lipase chaperone LimK,0.010606608,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
PC_00005103,P,COG2217|COG2608|COG2608,Cation transport ATPase|Copper chaperone CopZ|Copper chaperone CopZ,0.010599472,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
PC_00003285,I|Q,COG0318,Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II,0.01058153,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2
PC_00001808,,,,0.010577814,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00003336,T|K,COG2197,DNA-binding response regulator - NarL/FixJ family - contains REC and HTH domains,0.010496373,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
PC_00013968,C,COG1526,Formate dehydrogenase assembly factor FdhD,0.010492137,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003554,P,COG2897,3-mercaptopyruvate sulfurtransferase SseA - contains two rhodanese domains,0.01046565,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
PC_00002371,O,COG1585,Membrane protein implicated in regulation of membrane protease activity,0.010437163,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00004867,R,COG3218,ABC-type uncharacterized transport system - auxiliary component,0.010435502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005499,,,,0.010416797,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002962,M,COG0810,Periplasmic protein TonB - links inner and outer membranes,0.010416235,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
PC_00004955,H,COG4206,Outer membrane cobalamin receptor protein,0.010402927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0
PC_00004365,V,COG1275,Tellurite resistance protein TehA and related permeases,0.010376867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PC_00013548,U,COG4104,Zn-binding Pro-Ala-Ala-Arg (PAAR) domain - incolved in TypeVI secretion,0.010374856,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004144,,,,0.010362257,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PC_00004427,I,COG1075,Triacylglycerol esterase/lipase EstA - alpha/beta hydrolase fold,0.010340493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
PC_00003328,,,,0.010336591,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
PC_00002490,S,COG4125,Uncharacterized membrane protein,0.010305413,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
PC_00005070,S,COG3795,Uncharacterized conserved protein,0.010283493,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
PC_00005829,,,,0.010257489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00014121,,,,0.010250419,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001825,,,,0.010249359,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00003108,Q,COG3127,Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis - permease component,0.010248564,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
PC_00002748,R,COG0491,Glyoxylase or a related metal-dependent hydrolase - beta-lactamase superfamily II,0.010243106,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00008053,R|S,COG0700|COG2715,Spore maturation protein SpmB (function unknown)|Spore maturation protein SpmA (function unknown),0.010242493,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005518,,,,0.010240374,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002933,,,,0.010221614,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
PC_00002460,I,COG1502,Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme,0.010216952,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00004999,P,COG0614,ABC-type Fe3+-hydroxamate transport system - periplasmic component,0.010199628,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
PC_00005526,,,,0.010163691,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00006433,,,,0.010134937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PC_00003889,R,COG3153,Predicted N-acetyltransferase YhbS,0.010093803,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
PC_00013049,S,COG5486,Predicted metal-binding membrane protein,0.01006976,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002377,G,COG0471|COG0471,Di- and tricarboxylate transporter|Di- and tricarboxylate transporter,0.010066875,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,2,1,1
PC_00004171,M,COG3307,O-antigen ligase,0.010055421,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PC_00012228,S,COG5589,Uncharacterized protein,0.010028333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003925,F,COG1816,Adenosine deaminase,0.009995919,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PC_00012746,S,COG1512,Uncharacterized membrane protein YgcG - contains a TPM-fold domain,0.009969681,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00011650,,,,0.009952504,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002348,P,COG2223,Nitrate/nitrite transporter NarK,0.00995183,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
PC_00003585,S,COG5633,Uncharacterized conserved protein YcfL,0.00990837,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
PC_00002936,S,COG3807,SH3-like domain,0.009899478,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
PC_00005032,P,COG0659,Sulfate permease or related transporter - MFS superfamily,0.009895175,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002901,,,,0.009885047,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
PC_00002458,K,COG1309,DNA-binding transcriptional regulator - AcrR family,0.00985261,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00006506,T,COG0664,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases,0.009819634,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
PC_00005523,W|N,COG3063,Tfp pilus assembly protein PilF,0.00980038,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00005347,H,COG1541,Phenylacetate-coenzyme A ligase PaaK - adenylate-forming domain family,0.009787981,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003443,,,,0.009778092,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1
PC_00011795,S,COG3791,Uncharacterized conserved protein,0.009757291,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003818,K,COG0583,DNA-binding transcriptional regulator - LysR family,0.009747324,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
PC_00002804,,,,0.009703912,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
PC_00005353,M,COG0438,Glycosyltransferase involved in cell wall bisynthesis,0.009689775,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PC_00005515,,,,0.009678499,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002811,,,,0.009642655,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
PC_00002743,J,COG4575,Membrane-anchored ribosome-binding protein - inhibits growth in stationary phase - ElaB/YqjD/DUF883 family,0.009620941,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
PC_00014598,,,,0.009619386,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00010558,M,COG0810,Periplasmic protein TonB - links inner and outer membranes,0.009598489,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004940,R,COG0679,Predicted permease,0.009573022,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004287,M,COG4591,ABC-type transport system - involved in lipoprotein release - permease component,0.009564986,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
PC_00008073,T|K,COG2203|COG2208,GAF domain|Serine phosphatase RsbU - regulator of sigma subunit,0.009545697,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003519,E,COG0683,ABC-type branched-chain amino acid transport system - periplasmic component,0.009528745,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
PC_00002491,,,,0.00950689,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1
PC_00002378,O,COG0330,Regulator of protease activity HflC - stomatin/prohibitin superfamily,0.00950066,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00004549,M,COG1292,Choline-glycine betaine transporter,0.009460332,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
PC_00002267,R,COG1741,Redox-sensitive bicupin YhaK - pirin superfamily,0.009455282,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
PC_00002228,T,COG2206,HD-GYP domain - c-di-GMP phosphodiesterase class II (or its inactivated variant),0.009449758,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00002422,Q,COG3127,Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis - permease component,0.009403874,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
PC_00004286,K,COG2865,Predicted transcriptional regulator - contains HTH domain,0.009363783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PC_00003367,I,COG1502,Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme,0.009360335,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002834,C,COG0431,NAD(P)H-dependent FMN reductase,0.009317057,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1
PC_00005013,L,COG0350,O6-methylguanine-DNA--protein-cysteine methyltransferase,0.009302163,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004965,N|T,COG0840,Methyl-accepting chemotaxis protein,0.009250231,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PC_00007072,,,,0.009231942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PC_00004705,T,COG0664,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases,0.009197263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002926,O,COG0526,Thiol-disulfide isomerase or thioredoxin,0.009196347,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
PC_00008433,,,,0.009170221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002089,,,,0.009165129,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00000126,I,COG0183,Acetyl-CoA acetyltransferase,0.009164211,2,1,0,2,2,2,2,2,2,2,2,1,0,0,0,1,1,1,1,0,0,0,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00008466,Q|S|R,COG0500|COG3615,SAM-dependent methyltransferase|Uncharacterized protein/domain - possibly involved in tellurite resistance,0.009124052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PC_00004078,R,COG0702,Uncharacterized conserved protein YbjT - contains NAD(P)-binding and DUF2867 domains,0.009096482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
PC_00002192,U,COG3031,Type II secretory pathway - component PulC,0.009088577,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00004607,R,COG4757,Predicted alpha/beta hydrolase,0.009074945,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002418,H,COG2091,Phosphopantetheinyl transferase,0.009073703,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00005418,E,COG0334,Glutamate dehydrogenase/leucine dehydrogenase,0.009042282,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
PC_00003175,R,COG1540,Lactam utilization protein B (function unknown),0.009011502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0
PC_00002940,G|E|R,COG0697,Permease of the drug/metabolite transporter (DMT) superfamily,0.009006644,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
PC_00002552,,,,0.00900065,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00002086,N,COG1360,Flagellar motor protein MotB,0.008995354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00001661,T|N,COG0840|COG4564,Methyl-accepting chemotaxis protein|Signal transduction histidine kinase,0.008968435,1,0,0,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00005255,O,COG2020,Protein-S-isoprenylcysteine O-methyltransferase Ste14,0.008952967,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
PC_00006191,G,COG1879,ABC-type sugar transport system - periplasmic component - contains N-terminal xre family HTH domain,0.008917906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00002465,R,COG1032,Radical SAM superfamily enzyme YgiQ - UPF0313 family,0.008911333,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
PC_00006399,Q,COG2931|COG2931|COG2931|COG2931|COG2931|COG2931|COG2931,Ca2+-binding protein - RTX toxin-related|Ca2+-binding protein - RTX toxin-related|Ca2+-binding protein - RTX toxin-related|Ca2+-binding protein - RTX toxin-related|Ca2+-binding protein - RTX toxin-related|Ca2+-binding protein - RTX toxin-related|Ca2+-binding protein - RTX toxin-related,0.008890405,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00004499,P,COG0614,ABC-type Fe3+-hydroxamate transport system - periplasmic component,0.008848267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC_00006478,O,COG0265,Periplasmic serine protease - S1-C subfamily - contain C-terminal PDZ domain,0.008844586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003603,C,COG1902,2 -4-dienoyl-CoA reductase or related NADH-dependent reductase - Old Yellow Enzyme (OYE) family,0.008843502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1
PC_00002222,Q,COG2050,Acyl-coenzyme A thioesterase PaaI - contains HGG motif,0.008827766,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC_00014457,,,,0.008811144,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00003235,R,COG5018,Inhibitor of the KinA pathway to sporulation - predicted exonuclease,0.008767057,0,0,0,0,1,1,0,0,1,0,0,2,2,2,0,3,0,0,0,0,0,3,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
PC_00008534,R,COG0702,Uncharacterized conserved protein YbjT - contains NAD(P)-binding and DUF2867 domains,0.008762097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC_00001666,P,COG3696,Cu/Ag efflux pump CusA,0.008745286,0,0,0,0,7,0,1,1,1,1,1,2,2,1,1,1,1,1,1,0,1,1,1,3,1,1,0,1,1,0,0,0,1,1,0,0,0,3,1,2
